age,gender,marital_status,number_of_dependents,education_level,employment_type,occupation,income_type,state,area_type,monthly_income,loan_type,loan_amount_requested,loan_tenure_months,loan_purpose,credit_score,existing_emi,savings_balance,total_assets_value,liquid_assets_value,loan_to_income_ratio,debt_to_income_ratio,loan_status
37.0,1,2,1.0,0,3,1,0,5,1,733333.3333333334,1,28600000.0,96.0,2,631.0,107627.6982704032,7700000.0,56900000.0,32700000.0,3.25,0.1467650430960043,1
33.0,0,2,2.0,1,3,4,0,17,0,650000.0,1,28900000.0,168.0,1,646.0,0.0,11000000.0,32300000.0,28700000.0,3.7051282051282057,0.0,1
35.0,0,4,0.0,1,1,9,2,6,1,666666.6666666666,1,23700000.0,120.0,1,305.0,0.0,12000000.0,63000000.0,29200000.0,2.9625,0.0,0
25.0,1,4,2.0,0,1,1,2,15,2,308333.3333333333,1,14100000.0,72.0,2,633.0,5966.002669550382,3400000.0,15700000.0,14700000.0,3.810810810810811,0.0193491978471904,1
30.0,1,4,4.0,1,1,4,2,11,2,783333.3333333334,1,32600000.0,48.0,1,898.0,0.0,10200000.0,54400000.0,32200000.0,3.4680851063829787,0.0,1
35.0,0,4,1.0,1,1,12,2,32,0,3812.0,1,112000.0,360.0,2,720.122209029164,170.1784318544104,7637.926096256425,45535.37110017928,16455.34996870353,2.448408534452606,0.0446428205284392,1
45.0,1,2,2.0,1,3,11,3,35,1,4583.0,1,160000.0,360.0,1,764.5362335774474,0.0,9023.935082246704,102389.00641847608,48923.98252882553,2.909302494726889,0.0,1
51.0,0,4,4.0,1,3,5,3,19,2,766666.6666666666,1,25400000.0,168.0,1,765.0,21474.66807740631,5600000.0,58500000.0,30700000.0,2.760869565217391,0.0280104366227038,1
34.0,0,4,5.0,1,3,9,1,28,2,283333.3333333333,1,11600000.0,192.0,1,479.0,20549.396812278417,2400000.0,28500000.0,13600000.0,3.411764705882353,0.072527282866865,0
31.0,0,4,1.0,0,1,11,2,10,1,225000.0,1,9400000.0,216.0,1,704.0,27960.09743067361,2400000.0,16400000.0,8800000.0,3.4814814814814814,0.1242670996918827,1
23.0,0,2,0.0,0,2,13,2,11,1,316666.6666666667,1,13300000.0,72.0,1,655.0,0.0,2600000.0,20800000.0,11200000.0,3.5,0.0,1
39.0,1,4,2.0,1,1,11,2,19,1,675000.0,1,20800000.0,216.0,2,778.0,0.0,10600000.0,46900000.0,27300000.0,2.567901234567901,0.0,1
30.0,0,2,4.0,0,1,13,2,2,2,633333.3333333334,1,28100000.0,144.0,1,324.0,0.0,11100000.0,52000000.0,31000000.0,3.6973684210526314,0.0,0
39.0,1,2,0.0,1,3,5,0,18,0,558333.3333333334,0,14900000.0,192.0,3,638.0,90972.97070111304,8100000.0,40600000.0,30400000.0,2.223880597014926,0.162936663942292,1
49.0,0,2,2.0,0,3,1,0,9,0,800000.0,1,29800000.0,192.0,2,499.0,0.0,7400000.0,74000000.0,39200000.0,3.1041666666666665,0.0,0
21.0,1,2,2.0,0,3,13,0,27,2,316666.6666666667,1,12500000.0,168.0,1,842.0,54542.566876250465,5300000.0,30300000.0,19900000.0,3.289473684210526,0.1722396848723698,1
26.0,1,4,2.0,1,1,6,2,16,2,458333.3333333333,1,19000000.0,24.0,1,382.0,4081.321421563422,8100000.0,36800000.0,23300000.0,3.4545454545454546,0.0089047012834111,1
41.0,1,2,1.0,0,1,1,2,22,1,158333.33333333334,1,7100000.0,24.0,1,834.0,17384.699167075712,1400000.0,13400000.0,7200000.0,3.736842105263158,0.1097981000025834,1
53.0,0,2,5.0,1,1,4,2,2,1,658333.3333333334,0,17700000.0,24.0,3,559.0,0.0,5400000.0,56800000.0,34300000.0,2.240506329113924,0.0,1
39.0,1,2,0.0,0,3,11,3,27,2,175000.0,0,4900000.0,120.0,0,359.0,21386.6480359676,1000000.0,8900000.0,7100000.0,2.3333333333333335,0.1222094173483863,0
50.0,1,4,4.0,1,3,11,0,24,0,383333.3333333333,1,11900000.0,72.0,1,810.0,26492.535271868215,5200000.0,42100000.0,22700000.0,2.5869565217391304,0.0691109615787866,1
32.0,1,4,3.0,1,1,5,2,20,0,83333.33333333333,1,2800000.0,48.0,2,757.0,15631.109661506547,900000.0,7300000.0,4700000.0,2.8,0.1875733159380786,1
28.0,0,4,1.0,1,1,11,2,29,1,3541.0,1,112000.0,360.0,1,650.0,425.2562243479349,6212.71986621257,22842.84595500389,6421.032962085999,2.6357902664030877,0.1200949518068158,1
26.0,0,2,4.0,1,3,5,3,31,0,175000.0,1,7700000.0,96.0,2,493.0,0.0,1300000.0,10400000.0,5700000.0,3.6666666666666665,0.0,0
21.0,0,4,5.0,0,0,10,2,5,2,258333.33333333337,1,9600000.0,24.0,1,761.0,5688.766196392011,4200000.0,22200000.0,14600000.0,3.096774193548387,0.0220210304376464,1
29.0,1,1,1.0,1,1,6,2,16,2,691666.6666666666,1,24900000.0,120.0,1,642.0,0.0,5800000.0,54300000.0,27400000.0,3.0,0.0,1
28.0,0,2,1.0,1,3,3,3,30,0,41666.666666666664,1,1800000.0,96.0,2,877.0,2775.7008657068995,600000.0,2000000.0,1700000.0,3.6,0.0666168207769656,1
31.0,0,1,0.0,1,4,7,2,7,2,25000.0,0,500000.0,24.0,3,885.0,2766.5128756539734,200000.0,1500000.0,900000.0,1.6666666666666667,0.1106605150261589,1
39.0,0,2,3.0,0,1,10,2,30,2,725000.0,1,24800000.0,240.0,2,360.0,130527.23470203132,4300000.0,69400000.0,35400000.0,2.8505747126436782,0.1800375651062501,0
37.0,1,1,0.0,1,3,5,0,20,1,625000.0,0,16800000.0,192.0,3,492.0,25205.0864779869,11100000.0,62800000.0,36500000.0,2.24,0.040328138364779,0
33.0,1,4,0.0,1,1,6,2,26,0,2833.0,1,126000.0,360.0,1,698.8597732846029,160.58770770085118,18928.411861343575,11306.605039188024,2970.6048847126995,3.7063183903988706,0.0566846832689202,1
55.0,0,0,1.0,1,3,4,0,10,2,791666.6666666666,1,30500000.0,216.0,1,500.0,0.0,5500000.0,30600000.0,26000000.0,3.210526315789474,0.0,0
35.0,0,2,2.0,0,1,11,2,30,1,275000.0,0,6600000.0,72.0,3,331.0,0.0,2700000.0,19900000.0,11600000.0,2.0,0.0,0
23.0,1,4,0.0,0,4,2,2,7,2,475000.0,1,15600000.0,192.0,2,742.0,22039.174951715104,6800000.0,24700000.0,18200000.0,2.736842105263158,0.0463982630562423,1
37.0,1,2,2.0,1,3,14,0,1,2,3316.0,1,88000.0,360.0,2,664.634080255763,0.0,5358.997214979702,34793.70542737968,10526.51303089973,2.2114997989545637,0.0,1
24.0,1,4,2.0,0,1,1,2,22,1,241666.66666666663,1,11000000.0,24.0,1,835.0,51631.672514236125,1400000.0,21000000.0,12900000.0,3.793103448275862,0.2136483000589081,1
38.0,1,4,5.0,0,0,13,2,1,2,75000.0,0,2200000.0,24.0,0,415.0,0.0,700000.0,5900000.0,3600000.0,2.4444444444444446,0.0,0
56.0,1,5,0.0,1,1,6,2,23,0,4917.0,1,130000.0,360.0,2,465.1195096686571,408.7477795902623,16068.894104400186,68574.64297153434,30605.395912462005,2.2032404582740153,0.0831295057128863,1
57.0,0,4,2.0,0,1,13,2,6,1,491666.6666666667,1,19800000.0,240.0,2,327.0,115345.28879147184,8500000.0,37500000.0,28200000.0,3.3559322033898304,0.2346005873724851,0
27.0,0,2,5.0,0,3,1,0,14,1,700000.0,0,18600000.0,240.0,3,703.0,56994.620261937554,9500000.0,47900000.0,38300000.0,2.2142857142857144,0.0814208860884822,1
40.0,1,2,2.0,0,0,1,2,26,2,233333.33333333337,0,5900000.0,72.0,0,895.0,0.0,1500000.0,17300000.0,12400000.0,2.107142857142857,0.0,1
21.0,1,4,3.0,1,3,7,0,34,2,75000.0,1,3500000.0,48.0,1,770.0,4427.768683221649,600000.0,3300000.0,2600000.0,3.888888888888889,0.0590369157762886,0
27.0,1,4,1.0,1,1,6,2,0,2,658333.3333333334,1,27100000.0,120.0,2,803.0,60882.497885853954,6600000.0,58600000.0,28800000.0,3.430379746835443,0.0924797436240819,1
31.0,1,4,1.0,1,1,7,2,6,1,266666.6666666667,1,8800000.0,48.0,1,405.0,0.0,3400000.0,17700000.0,14100000.0,2.75,0.0,0
46.0,1,2,0.0,0,1,13,2,15,1,425000.0,1,13600000.0,216.0,2,351.0,0.0,7600000.0,27400000.0,22000000.0,2.6666666666666665,0.0,0
25.0,0,4,0.0,1,1,1,2,17,2,608333.3333333334,0,14500000.0,192.0,3,811.0,69881.3060805832,9600000.0,39100000.0,25700000.0,1.9863013698630136,0.1148733798584929,1
40.0,0,3,0.0,1,1,13,2,26,2,2667.0,1,84000.0,360.0,2,686.5620408163123,362.41600156535094,5312.9378788751455,14907.23015626514,6624.336573990036,2.6246719160104988,0.135889014460199,1
27.0,1,4,0.0,1,3,13,3,3,0,16666.666666666668,1,600000.0,96.0,1,852.0,0.0,200000.0,1100000.0,600000.0,3.0,0.0,1
52.0,1,2,0.0,0,1,2,2,5,0,2894.0,1,128000.0,360.0,2,693.7966181871876,294.0708728100046,4526.3208451008695,86428.54293542389,31523.889360901132,3.6857866850956,0.1016139850760209,1
41.0,1,2,4.0,0,3,13,1,20,0,291666.6666666667,1,11300000.0,192.0,1,874.0,0.0,3700000.0,19000000.0,13800000.0,3.2285714285714286,0.0,1
37.0,1,4,4.0,1,3,4,0,24,2,166666.66666666666,0,4700000.0,24.0,0,615.0,0.0,3000000.0,10300000.0,9700000.0,2.35,0.0,1
37.0,1,1,4.0,0,3,1,3,14,1,583333.3333333334,1,26700000.0,48.0,1,486.0,70891.2980821238,6000000.0,47600000.0,24800000.0,3.8142857142857145,0.121527939569355,1
41.0,1,2,3.0,1,3,5,1,20,0,650000.0,1,25600000.0,72.0,2,523.0,28819.503021668523,9200000.0,50700000.0,30000000.0,3.282051282051282,0.0443376969564131,0
28.0,1,1,2.0,1,0,11,2,25,2,175000.0,1,6600000.0,240.0,2,580.0,17697.34874375132,2100000.0,16200000.0,8300000.0,3.142857142857143,0.1011277071071504,1
49.0,0,0,5.0,1,3,9,3,32,0,533333.3333333334,0,15600000.0,96.0,3,553.0,0.0,8000000.0,45500000.0,28400000.0,2.4375,0.0,1
45.0,1,2,0.0,0,1,2,2,27,1,583333.3333333334,1,23600000.0,168.0,1,663.0,0.0,7200000.0,51400000.0,28500000.0,3.371428571428571,0.0,1
27.0,0,4,4.0,1,1,11,2,15,1,83333.33333333333,1,3900000.0,120.0,2,701.0,16905.783376286803,900000.0,8100000.0,4900000.0,3.9,0.2028694005154416,1
25.0,1,4,2.0,1,0,1,2,26,1,250000.0,1,7700000.0,144.0,1,890.0,0.0,2100000.0,19500000.0,10500000.0,2.566666666666667,0.0,1
24.0,1,1,0.0,1,1,3,2,25,0,2980.0,1,128000.0,360.0,1,656.0555522107045,0.0,6439.734579584137,30746.14885117843,12609.731713916864,3.5794183445190155,0.0,1
28.0,1,4,5.0,0,3,11,0,11,1,200000.0,1,6500000.0,240.0,2,513.0,0.0,2600000.0,16300000.0,7800000.0,2.7083333333333335,0.0,0
26.0,0,2,2.0,0,1,1,2,25,0,358333.3333333333,0,10600000.0,216.0,0,431.0,39585.16204062966,5200000.0,18100000.0,14500000.0,2.4651162790697674,0.1104702196482688,0
52.0,1,3,2.0,0,3,11,0,32,2,158333.33333333334,1,6800000.0,72.0,2,892.0,21763.388438940867,900000.0,12100000.0,7300000.0,3.5789473684210527,0.1374529796143633,1
38.0,1,4,1.0,0,3,10,0,23,1,291666.6666666667,1,9600000.0,48.0,1,398.0,31798.71575503742,4600000.0,20200000.0,12500000.0,2.742857142857143,0.1090241683029854,0
29.0,0,2,1.0,0,1,1,2,1,2,133333.33333333334,1,5600000.0,72.0,2,846.0,0.0,1200000.0,9200000.0,5800000.0,3.5,0.0,1
38.0,1,2,1.0,1,1,6,2,25,1,33846.0,1,260000.0,360.0,1,715.1770375702461,4970.49129982224,125063.5995789402,302011.9655059377,117984.56773320364,0.6401544249443558,0.1468560922951675,0
25.0,0,4,4.0,1,1,7,2,32,1,291666.6666666667,1,11600000.0,120.0,1,335.0,0.0,2300000.0,24100000.0,12600000.0,3.3142857142857145,0.0,0
50.0,1,5,0.0,1,1,13,2,3,0,3676.0,1,172000.0,360.0,1,664.0375366096815,1030.5157521346557,12340.685485365566,34560.75418867815,14951.653651923432,3.899165759883932,0.2803361676100804,1
31.0,1,4,2.0,0,3,11,0,9,1,483333.3333333333,1,22800000.0,168.0,2,696.0,30799.77985615164,4800000.0,37900000.0,25600000.0,3.931034482758621,0.0637236824610033,1
43.0,1,2,1.0,1,1,11,2,16,2,2214.0,1,85000.0,360.0,1,710.6752376214349,427.3140594031528,3921.938427985005,5128.932959678475,1962.2086919571757,3.199337548931045,0.1930054468848928,1
44.0,1,2,3.0,1,3,9,3,25,0,341666.6666666667,1,14700000.0,72.0,2,679.0,20175.319356023487,5600000.0,26400000.0,16100000.0,3.5853658536585367,0.0590497151883614,1
35.0,1,4,0.0,1,2,4,2,1,1,566666.6666666666,1,20800000.0,240.0,1,819.0,46935.33659333003,8000000.0,63100000.0,34700000.0,3.0588235294117645,0.0828270645764647,1
24.0,1,4,3.0,1,1,5,2,6,2,491666.6666666667,1,21200000.0,192.0,1,476.0,0.0,7700000.0,39000000.0,22500000.0,3.593220338983051,0.0,0
25.0,1,1,4.0,0,3,1,3,34,2,766666.6666666666,1,30100000.0,72.0,2,632.0,0.0,6200000.0,70700000.0,40400000.0,3.2717391304347827,0.0,1
23.0,0,4,4.0,1,3,11,0,24,2,166666.66666666666,1,6700000.0,144.0,1,633.0,0.0,2000000.0,7700000.0,6800000.0,3.35,0.0,1
31.0,1,1,0.0,1,1,12,2,12,2,5746.0,1,128000.0,360.0,1,650.0,0.0,7321.332876095203,153366.55420130375,64652.02444350041,1.8563638473140736,0.0,0
34.0,1,4,1.0,0,1,11,2,12,1,33333.333333333336,1,1400000.0,48.0,2,302.0,7937.785920291633,500000.0,2300000.0,2000000.0,3.5,0.2381335776087489,1
27.0,0,2,0.0,0,2,12,2,2,1,1928.0,1,100000.0,360.0,1,742.3607547798723,0.0,3746.4732468860248,7368.602214021622,3409.9675331409285,4.322268326417704,0.0,1
57.0,1,4,5.0,1,1,7,2,30,2,233333.33333333337,1,7200000.0,192.0,1,424.0,12856.759152285333,3200000.0,15200000.0,9300000.0,2.5714285714285716,0.0551003963669371,0
33.0,1,1,4.0,1,1,6,2,9,2,51763.0,1,700000.0,300.0,2,705.3901847261371,2880.3823231522624,58942.27814051049,190504.22137287364,66367.76505554882,1.1269310768953371,0.0556455831994332,1
36.0,1,4,3.0,0,1,1,2,14,1,341666.6666666667,1,14100000.0,120.0,1,300.0,23206.18496197599,2200000.0,20300000.0,10600000.0,3.4390243902439024,0.0679205413521248,0
37.0,0,4,0.0,1,1,13,2,9,2,2378.0,1,9000.0,360.0,2,707.9585304434356,0.0,9027.876381076165,9526.652822269803,2634.500424625109,0.3153910849453322,0.0,0
25.0,1,4,5.0,1,3,5,3,18,0,641666.6666666666,0,16400000.0,24.0,0,663.0,23295.66985603586,3900000.0,35600000.0,19700000.0,2.1298701298701297,0.0363049400353805,1
41.0,1,4,0.0,0,2,2,2,27,0,133333.33333333334,1,4500000.0,216.0,1,463.0,0.0,1800000.0,8000000.0,5900000.0,2.8125,0.0,0
42.0,1,2,4.0,0,0,2,2,0,2,200000.0,0,5000000.0,48.0,0,716.0,3141.9252136775717,1400000.0,12600000.0,8300000.0,2.0833333333333335,0.0157096260683878,1
39.0,1,1,0.0,0,1,13,2,19,0,450000.0,1,16800000.0,120.0,1,599.0,55913.76052486142,7600000.0,34800000.0,22100000.0,3.111111111111111,0.1242528011663587,1
37.0,1,4,1.0,0,3,10,3,8,2,58333.333333333336,0,1400000.0,120.0,3,523.0,11925.017536280731,900000.0,4300000.0,2500000.0,2.0,0.2044288720505268,0
45.0,1,2,1.0,0,1,11,2,34,1,375000.0,1,12400000.0,72.0,2,504.0,0.0,2200000.0,30500000.0,15300000.0,2.7555555555555555,0.0,0
36.0,0,4,0.0,1,2,7,2,9,2,716666.6666666666,1,31800000.0,24.0,2,895.0,0.0,5100000.0,63200000.0,24700000.0,3.697674418604651,0.0,1
21.0,0,4,4.0,0,2,1,2,31,2,675000.0,0,19300000.0,168.0,3,821.0,37965.45150551859,8300000.0,59100000.0,34100000.0,2.382716049382716,0.056245113341509,1
21.0,1,2,2.0,1,3,3,3,26,0,6633.0,1,157500.0,360.0,2,598.1682425389877,659.4704861241806,33764.140612230905,80890.80251559646,33881.75620966664,1.9787426503844416,0.0994226573381849,0
36.0,0,2,2.0,1,1,1,2,6,1,641666.6666666666,0,15400000.0,216.0,0,524.0,18376.129617372368,6600000.0,45600000.0,27600000.0,2.0,0.0286381240790218,0
62.0,1,0,5.0,1,4,4,2,8,2,616666.6666666666,1,27100000.0,48.0,2,320.0,107687.2755961378,9400000.0,69000000.0,34600000.0,3.6621621621621623,0.1746280144802234,1
37.0,1,4,4.0,1,1,11,2,32,2,391666.6666666667,0,10400000.0,72.0,0,373.0,0.0,5400000.0,35100000.0,19700000.0,2.2127659574468086,0.0,0
30.0,1,4,5.0,0,1,1,2,21,0,466666.6666666667,1,17600000.0,168.0,2,448.0,0.0,6800000.0,35900000.0,25700000.0,3.142857142857143,0.0,0
39.0,0,2,1.0,1,1,4,2,23,1,758333.3333333334,1,30100000.0,168.0,1,890.0,0.0,7500000.0,70200000.0,40000000.0,3.3076923076923075,0.0,1
50.0,1,4,1.0,1,1,4,2,6,0,241666.66666666663,1,10900000.0,240.0,1,445.0,24798.273023050373,2600000.0,21300000.0,11900000.0,3.7586206896551726,0.1026135435436567,0
21.0,1,2,0.0,1,4,5,2,24,0,641666.6666666666,1,24800000.0,120.0,1,642.0,54044.128508064845,4500000.0,59400000.0,31900000.0,3.220779220779221,0.0842246158567244,1
28.0,1,4,4.0,0,1,1,2,27,2,716666.6666666666,0,17400000.0,24.0,3,787.0,0.0,10600000.0,51300000.0,29000000.0,2.0232558139534884,0.0,1
38.0,1,1,5.0,1,1,5,2,27,2,116666.66666666669,0,3400000.0,72.0,0,697.0,12172.635905669564,1600000.0,8700000.0,6200000.0,2.4285714285714284,0.1043368791914534,1
40.0,1,4,0.0,0,1,13,2,8,1,541666.6666666666,1,24700000.0,72.0,1,554.0,22307.535522505565,9600000.0,36100000.0,32300000.0,3.8,0.0411831425030871,1
38.0,1,1,3.0,1,1,5,2,35,2,675000.0,1,23900000.0,120.0,2,449.0,19202.684112856656,8900000.0,50400000.0,37200000.0,2.950617283950617,0.0284484209079357,0
40.0,1,3,3.0,1,2,5,2,7,1,391666.6666666667,1,17400000.0,120.0,1,393.0,93129.77251689244,5300000.0,41700000.0,24000000.0,3.702127659574468,0.2377781425963211,0
37.0,1,2,4.0,0,3,10,3,25,1,716666.6666666666,1,26800000.0,144.0,2,802.0,102508.84217043476,11700000.0,54000000.0,43800000.0,3.116279069767442,0.143035593726188,1
32.0,1,4,4.0,1,1,9,2,11,0,458333.3333333333,1,18600000.0,144.0,2,569.0,0.0,7300000.0,46700000.0,27000000.0,3.381818181818182,0.0,1
33.0,1,2,4.0,0,3,13,1,24,1,325000.0,0,8900000.0,120.0,3,665.0,26854.283788892422,5300000.0,27800000.0,14500000.0,2.282051282051282,0.0826285655042844,1
39.0,1,4,0.0,0,1,10,2,20,1,3748.0,1,110000.0,360.0,2,650.0,0.0,9816.693353366456,42522.24996898232,12964.848900359637,2.445748843827819,0.0,1
33.0,1,4,0.0,1,0,7,2,21,1,808333.3333333334,1,30400000.0,48.0,2,300.0,201191.9240306387,9200000.0,81000000.0,47300000.0,3.134020618556701,0.2488972256049139,1
29.0,0,4,4.0,1,2,1,2,15,2,283333.3333333333,1,12700000.0,24.0,1,741.0,26460.002294161397,3700000.0,20800000.0,11400000.0,3.735294117647059,0.0933882433911578,1
45.0,0,0,5.0,1,3,7,1,6,1,350000.0,0,9400000.0,72.0,3,678.0,0.0,5700000.0,25800000.0,15600000.0,2.238095238095238,0.0,1
28.0,1,2,3.0,0,3,10,1,20,1,208333.33333333337,1,7700000.0,192.0,1,485.0,0.0,3200000.0,14400000.0,8800000.0,3.08,0.0,0
28.0,1,1,5.0,0,3,10,3,31,2,766666.6666666666,1,23600000.0,144.0,1,656.0,120858.29550801244,4900000.0,53900000.0,41300000.0,2.5652173913043477,0.157641255010451,1
30.0,0,4,3.0,1,3,4,3,24,0,75000.0,1,2300000.0,240.0,2,611.0,5118.6680895387635,500000.0,4500000.0,2400000.0,2.5555555555555554,0.0682489078605168,1
52.0,1,2,3.0,1,1,1,2,12,2,766666.6666666666,1,34300000.0,216.0,2,523.0,0.0,8800000.0,67500000.0,37900000.0,3.7282608695652177,0.0,0
21.0,1,4,4.0,0,4,13,2,7,2,441666.6666666667,1,18500000.0,96.0,1,470.0,53829.44070526991,4900000.0,32000000.0,19800000.0,3.490566037735849,0.121877978955328,0
46.0,1,2,4.0,1,4,6,2,11,0,33333.333333333336,0,800000.0,192.0,3,685.0,0.0,600000.0,2700000.0,1900000.0,2.0,0.0,1
29.0,1,4,3.0,0,2,1,2,7,1,600000.0,1,20800000.0,192.0,1,560.0,0.0,3600000.0,37500000.0,24700000.0,2.888888888888889,0.0,1
21.0,1,4,3.0,0,1,13,2,14,1,466666.6666666667,1,21000000.0,144.0,2,609.0,72172.62307987855,4900000.0,40500000.0,20700000.0,3.75,0.154655620885454,1
45.0,0,2,1.0,1,1,5,2,17,0,366666.6666666667,0,10700000.0,216.0,0,324.0,0.0,5400000.0,23600000.0,18100000.0,2.4318181818181817,0.0,0
29.0,0,4,4.0,0,1,11,2,7,2,325000.0,1,10800000.0,240.0,2,433.0,14349.228287411588,2300000.0,23100000.0,16800000.0,2.769230769230769,0.0441514716535741,0
21.0,1,1,1.0,0,3,2,0,15,2,383333.3333333333,0,10900000.0,144.0,3,463.0,0.0,6600000.0,19900000.0,17500000.0,2.369565217391304,0.0,0
32.0,1,1,4.0,1,1,11,2,17,2,5250.0,1,94000.0,360.0,1,701.7395578540396,411.8227476201788,13757.182185694635,18245.078077436803,5700.338106126116,1.492063492063492,0.0784424281181292,0
23.0,0,1,5.0,0,3,2,0,6,2,808333.3333333334,1,29100000.0,216.0,1,732.0,0.0,12400000.0,60100000.0,48000000.0,3.0,0.0,1
21.0,1,1,2.0,1,1,4,2,11,0,783333.3333333334,1,25100000.0,240.0,1,832.0,67121.26630554757,5900000.0,49700000.0,28200000.0,2.6702127659574466,0.0856867229432522,1
39.0,1,4,5.0,1,3,5,0,31,2,325000.0,1,15500000.0,144.0,1,433.0,45384.557501501986,4600000.0,27400000.0,12500000.0,3.9743589743589745,0.1396447923123138,0
21.0,1,4,1.0,0,3,10,3,5,1,633333.3333333334,1,27800000.0,72.0,1,447.0,50699.94009625783,10900000.0,33000000.0,31000000.0,3.6578947368421058,0.0800525369940913,0
26.0,1,2,4.0,1,3,6,3,24,0,766666.6666666666,0,18600000.0,24.0,3,889.0,0.0,9700000.0,74100000.0,43000000.0,2.0217391304347827,0.0,1
21.0,1,4,3.0,1,2,9,2,16,2,816666.6666666666,1,30300000.0,24.0,2,612.0,0.0,5600000.0,53000000.0,37700000.0,3.0918367346938775,0.0,1
42.0,0,2,2.0,1,1,11,2,23,2,383333.3333333333,1,15000000.0,48.0,2,817.0,0.0,6600000.0,29200000.0,19600000.0,3.260869565217391,0.0,1
47.0,0,2,1.0,0,2,1,2,28,1,425000.0,1,20000000.0,48.0,2,506.0,71180.88072792233,6700000.0,43800000.0,27000000.0,3.92156862745098,0.1674844252421701,1
38.0,1,2,3.0,1,1,1,2,7,1,358333.3333333333,1,11200000.0,72.0,1,556.0,0.0,5100000.0,34900000.0,19600000.0,2.604651162790698,0.0,1
52.0,1,2,4.0,1,0,4,2,28,0,666666.6666666666,1,29100000.0,48.0,1,421.0,89227.21036772655,8800000.0,50900000.0,35800000.0,3.6375,0.1338408155515898,1
46.0,1,0,2.0,1,3,7,0,25,0,450000.0,0,10900000.0,168.0,3,741.0,36735.92510508627,5600000.0,33300000.0,26000000.0,2.0185185185185186,0.0816353891224139,1
27.0,1,4,0.0,0,3,10,0,15,0,25000.0,1,1100000.0,24.0,2,482.0,1219.4873279043934,400000.0,1800000.0,1500000.0,3.6666666666666665,0.0487794931161757,1
23.0,1,4,4.0,0,3,10,3,24,2,275000.0,1,10600000.0,96.0,1,465.0,42821.80232995549,2800000.0,15000000.0,10100000.0,3.212121212121212,0.1557156448362018,0
42.0,1,4,2.0,0,0,11,2,18,2,216666.66666666663,1,8400000.0,72.0,1,494.0,61071.17786477924,2000000.0,17900000.0,7600000.0,3.230769230769231,0.2818669747605196,0
39.0,1,4,5.0,0,3,10,3,14,0,783333.3333333334,1,35300000.0,192.0,1,302.0,0.0,12900000.0,66500000.0,49900000.0,3.75531914893617,0.0,0
33.0,1,4,1.0,1,3,4,3,2,0,450000.0,1,21400000.0,96.0,1,350.0,0.0,6800000.0,30100000.0,26500000.0,3.962962962962963,0.0,0
22.0,0,4,3.0,0,3,13,0,31,1,166666.66666666666,0,4200000.0,192.0,0,571.0,16367.271545867365,1300000.0,12700000.0,7100000.0,2.1,0.0982036292752042,1
41.0,0,3,5.0,0,1,10,2,28,0,50000.0,1,2000000.0,240.0,1,811.0,2182.7767823966874,600000.0,3200000.0,2500000.0,3.3333333333333335,0.0436555356479337,1
35.0,0,2,0.0,0,1,11,2,26,1,391666.6666666667,0,11500000.0,216.0,0,559.0,12653.850664175348,2600000.0,28800000.0,21300000.0,2.4468085106382977,0.0323077038234264,1
40.0,1,4,3.0,1,3,11,0,27,2,758333.3333333334,1,30100000.0,168.0,2,564.0,27275.5477301254,8200000.0,64800000.0,30900000.0,3.3076923076923075,0.035967755248517,1
39.0,1,2,2.0,0,3,11,0,16,1,533333.3333333334,1,19300000.0,72.0,1,414.0,72902.93503436225,3900000.0,32000000.0,23000000.0,3.015625,0.1366930031894292,0
33.0,0,4,2.0,0,3,1,3,17,1,175000.0,1,5600000.0,192.0,2,426.0,0.0,1200000.0,9000000.0,8300000.0,2.6666666666666665,0.0,0
38.0,1,4,0.0,1,1,3,2,5,1,2971.0,1,144000.0,360.0,1,728.5442556226404,0.0,5780.254135875885,17033.476282285847,4444.863187375782,4.039044092898014,0.0,1
43.0,1,2,3.0,1,1,4,2,21,2,291666.6666666667,1,10300000.0,192.0,1,324.0,0.0,2400000.0,18300000.0,15000000.0,2.942857142857143,0.0,0
39.0,0,1,1.0,1,3,6,3,0,1,633333.3333333334,1,29300000.0,168.0,2,690.0,60886.288996768424,9100000.0,57000000.0,39100000.0,3.8552631578947367,0.0961362457843711,1
31.0,1,4,0.0,0,2,13,2,23,2,150000.0,1,6600000.0,120.0,2,737.0,29035.46409511261,1500000.0,14500000.0,7500000.0,3.6666666666666665,0.193569760634084,1
42.0,1,2,0.0,1,1,13,2,28,1,3993.0,1,207000.0,360.0,1,733.3977378073354,386.753867361526,6324.278311082344,33464.684282699905,9755.824481340886,4.320060105184072,0.09685796828488,1
41.0,1,2,4.0,0,2,11,2,2,2,391666.6666666667,0,10300000.0,144.0,3,710.0,32949.71563677108,6600000.0,38700000.0,23500000.0,2.1914893617021276,0.0841269335406921,1
28.0,1,2,2.0,1,2,3,2,6,1,6250.0,1,210000.0,360.0,2,686.0427447149563,0.0,17768.499925660748,44339.39143741729,11078.521402556084,2.8,0.0,1
36.0,1,1,4.0,1,1,5,2,23,0,725000.0,1,25200000.0,216.0,2,790.0,111377.43550329456,8400000.0,60900000.0,26800000.0,2.896551724137931,0.1536240489700614,1
24.0,1,4,5.0,1,1,1,2,4,0,750000.0,1,25900000.0,48.0,1,538.0,0.0,8100000.0,61600000.0,39400000.0,2.8777777777777778,0.0,0
